Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2015-02-10,USSD11400352,0.0,22.2,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,30.0,22.0,0.0,36.0,0.0,0.0,0.0,0.0,0,,False
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-03-10,USAT21700435,0.0,22.2,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
One in a Million,One in a Million,Bebe Rexha,2023-08-04,USWB12303800,0.0,22.2,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,42.0,0.0,36.0,0.0,227.0,0.0,0.0,0,,False
Playing Games,Playing Games,Summer Walker,2019-08-23,USUM71917221,0.0,22.2,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,472.0,8.0,0.0,29.0,0.0,0.0,0.0,0.0,1,,True
Often,Ultimate R&B 2014,The Weeknd,2014-01-01,USUG11401323,0.0,22.2,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,38.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2022-02-24,BCDE52200008,0.0,22.2,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,24.0,0.0,10.0,0.0,0.0,0.0,0.0,0,,False
Better Things,Better Things - Single,aespa,2023-08-18,KRA302300242,0.0,22.2,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,5.0,0.0,20.0,0.0,132.0,0.0,0.0,0,,False
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,2023-09-01,UYB282379019,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Carnival,Carnival Pack - EP,Kanye West,2024-02-08,QZA742422174,0.0,22.2,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,2017-12-12,INY091700034,0.0,22.2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,941.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0,,False
SEVILLA,SEVILLA,Thrife,2022-08-12,SE6XW2288884,0.0,22.2,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,2023-07-15,DGA062354084,0.0,22.2,0.0,4.0,95.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0,,False
Caramelo - Remix,Caramelo (Remix),Leoo Remix,2020-10-01,QZNJV2032699,0.0,22.2,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
GHOST!,GHOST!,phonk.me,2022-12-02,QZTB22273485,0.0,22.2,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,354.0,0.0,0.0,0,,False
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2024-02-02,QZZ662413549,0.0,22.2,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,1,,True
Inolvidable,Inolvidable,Ovy On The Drums,2020-01-15,USWL12000002,0.0,22.2,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Lioness,Lioness,Swedish House Mafia,2024-06-07,USUG12403371,0.0,22.2,0.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,23.0,0.0,27.0,0.0,4.0,0.0,0.0,0,,False
Zombie,Zombie,Bad Wolves,2018-01-19,USDPK1800004,0.0,22.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,8.0,0.0,33.0,0.0,0.0,0.0,0.0,0,,False
NI BIEN NI MAL,X 100PRE,Bad Bunny,2018-12-23,QM7281884659,0.0,22.2,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-23,USUM72222550,0.0,22.2,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0,,False
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,2021-08-20,GBUM72102422,0.0,22.2,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,25.0,47.0,0.0,46.0,0.0,0.0,0.0,0.0,0,,False
Candy Shop,Candy Shop,50 Cent,2005-01-01,USIR10500072,0.0,22.2,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,122.0,49.0,0.0,25.0,0.0,0.0,0.0,0.0,1,,True
ONLY,ONLY,LeeHi,2021-08-27,KRC712100039,0.0,22.2,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Avalon,Avalon,$uicideboy$,2021-05-21,QZAPK2000176,0.0,22.2,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,2022-10-14,USA2P2243895,0.0,22.2,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,2017-12-07,USQX91702666,0.0,22.2,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0,,False
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,2013-03-19,USUYG1027384,0.0,22.1,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Landmines,Landmines,Sum 41,2023-09-27,QMRSZ2302172,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,204.0,4.0,0.0,27.0,0.0,327.0,0.0,0.0,1,,True
Flowers,Flowers (Official Video),Miley Cyrus,2023-01-12,USSM22202811,0.0,22.1,0.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,ZB1OS2300183,0.0,22.1,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,21.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1,,True
DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,ARRWN2000082,0.0,22.1,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,1,,True
stellar,stellar,.diedlonely,2023-06-23,QM3DF2222961,0.0,22.1,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,2021-05-12,QZDQH2143285,0.0,22.1,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,50.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,1,,True
Malibu,Malibu,Miley Cyrus,2017-05-11,USRC11700814,0.0,22.1,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,132.0,69.0,0.0,33.0,0.0,0.0,0.0,0.0,0,,False
Skin and Bones,Skin and Bones,David Kushner,2024-01-19,QZXDB2300047,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,40.0,19.0,0.0,21.0,0.0,761.0,0.0,0.0,0,,False
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,2022-09-14,SE6XY2215995,0.0,22.1,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,954.0,0.0,0.0,0,,False
Spinnin,Spinnin,Connor Price,2022-10-21,QZTAS2238500,0.0,22.1,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,2017-03-24,TCADE1784654,0.0,22.1,0.0,0.0,0.0,55.0,0.0,0.0,490.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300783,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,2.0,318.0,1.0,0.0,0.0,0.0,0.0,1,,True
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,2022-10-27,BCZZV2200032,0.0,22.1,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,25.0,0.0,2.0,678.0,0.0,0.0,0.0,0,,False
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-02-04,INS181900274,0.0,22.1,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,723.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-02-11,USWL12200130,0.0,22.1,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0,,False
All By Myself,All By Myself,Alok,2022-10-07,DEE862201655,0.0,22.1,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,84.0,74.0,0.0,18.0,0.0,65.0,0.0,0.0,0,,False
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-03-02,SGB502208098,0.0,22.1,0.0,285.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,2020-09-11,FRX762022181,0.0,22.1,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,1,,True
Time of Our Lives,Time of Our Lives,Pitbull,2014-11-17,USRC11402647,0.0,22.1,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,81.0,182.0,55.0,0.0,7.0,0.0,0.0,0.0,0.0,1,,True
Blood // Water,Blood / / Water,grandson,2017-10-27,TCADI1720999,0.0,22.1,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0,,False
Famous Hoes,Famous Hoes,NLE Choppa,2019-12-10,USWB11903266,0.0,22.1,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,2023-10-19,DGA0H2357875,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,145.0,6.0,0.0,0.0,0.0,810.0,0.0,0.0,0,,False
Wreckage,Wreckage,Pearl Jam,2024-04-17,USUG12309753,0.0,22.1,0.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,5.0,0.0,40.0,0.0,114.0,0.0,0.0,1,,True
This Town,This Town,Niall Horan,2016-09-29,USUG11601029,0.0,22.1,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,69.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0,,False
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,2022-04-28,USAT22203651,0.0,22.1,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,732.0,29.0,0.0,12.0,0.0,0.0,0.0,0.0,0,,False
Lil Bit,Lil Bit,Nelly,2020-10-23,USQX92003343,0.0,22.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,156.0,3.0,78.0,22.0,0.0,0.0,0.0,0.0,1,,True
Nenas,Nenas,Anni K,2022-11-25,QZNW72249626,0.0,22.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Rainy Days,Layover,V,2023-08-11,USA2P2339028,0.0,22.0,0.0,0.0,0.0,70.0,0.0,0.0,866.0,0.0,0.0,0.0,4.0,0.0,17.0,7.0,0.0,6.0,0.0,455.0,0.0,0.0,0,,False
Disaster,Disaster - Single,KSLV Noh,2021-06-21,QZHNC2184834,0.0,22.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Feelings,Feelings,Sumit Goswami,2020-07-07,INS172001990,0.0,22.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,2022-01-14,QMRSZ2102055,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Los Collares,Los Collares,Oscar Maydon,2022-09-30,USANG2210588,0.0,22.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,553.0,0.0,0.0,0,,False
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,DEKF22400486,0.0,22.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,133.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,1,,True
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,2008-12-05,FRZID0900480,0.0,22.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,20.0,62.0,0.0,24.0,0.0,0.0,0.0,0.0,0,,False
It's That Time,It's That Time,Marlon Hoffstadt,2023-04-21,QM4TX2371595,0.0,22.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0,,False
Do Not Climb,Do Not Climb,Claps,2023-03-16,AUXN22297509,0.0,22.0,0.0,11.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Mï¿½ï¿½lanine (feat. Were,Mï¿½ï¿½la,Heuss L'enfoirï¿,2024-05-03,FRPZ92417040,0.0,22.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,784.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,1,,True
Bakkal Amca,Bakkal Amca,Kukuli,2021-05-10,QZHN62167502,0.0,22.0,0.0,850.0,0.0,36.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Martes 13,Martes 13 - Single,Luis R Conriquez,2024-05-17,QM6N22452000,0.0,22.0,0.0,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,10.0,0.0,272.0,0.0,0.0,1,,True
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,QZNFJ2402633,0.0,22.0,0.0,208.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,0,,False
BellaBella,Bella Bella (feat. Scelo),Vanco,2017-02-23,ZA4MG1700001,0.0,22.0,0.0,12.0,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Long Journey,Nostalgia,Rod Wave,2023-09-15,USQX92305193,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01,USLXJ1507199,0.0,22.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,88.0,13.0,0.0,33.0,0.0,0.0,0.0,0.0,0,,False
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,USRC12202590,0.0,22.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,125.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,1,,True
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,USQX92304263,0.0,22.0,0.0,0.0,0.0,55.0,0.0,0.0,49.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,2021-11-18,QMDA62184373,0.0,22.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,24.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1,,True
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,CAW112300246,0.0,22.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,ZZOPM2003235,0.0,22.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Slide,Slide,H.E.R.,2019-09-27,USRC11902505,0.0,22.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,9.0,13.0,0.0,33.0,0.0,0.0,0.0,0.0,1,,True
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,2023-06-29,INZ031413259,0.0,22.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,278.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,False
Be The One,Be The One,Eli Brown,2023-03-31,GBUM72302199,0.0,22.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39.0,14.0,0.0,22.0,0.0,257.0,0.0,0.0,0,,False
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,2024-05-24,GBARL2400277,0.0,22.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,13.0,0.0,43.0,0.0,47.0,0.0,0.0,0,,False
This City,Not a Hobby,Sam Fischer,2018-01-19,TCADL1840559,0.0,22.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,83.0,44.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,2023-04-07,BXG6R2300280,0.0,21.9,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,12.0,0.0,3.0,229.0,0.0,0.0,0.0,1,,True
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,2023-09-01,USUM72312706,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,39.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0,,False
Precision,Precision,Big Sean,2024-03-22,USUM72400673,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,215.0,8.0,0.0,32.0,0.0,0.0,0.0,0.0,1,,True
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,2023-09-08,USAT22308669,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.0,0.0,282.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0,1,,True
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,2024-04-19,GBARL2400420,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,0.0,37.0,0.0,8.0,0.0,0.0,1,,True
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,Jeff Satur,2022-09-23,THW092201719,0.0,21.9,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Get Back,Meet The Woo 2,Pop Smoke,2020-02-07,USUM72002036,0.0,21.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,154.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1,,True
Panic Room,Panic Room,Au/Ra,2018-02-09,GBARL1702250,0.0,21.9,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,352.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,2022-08-16,HKK972235335,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
2002,NOW That's What I Call Music! 100,Anne-Marie,2018-07-20,GBAHS1800484,0.0,21.9,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,2018-12-28,MXF011900173,0.0,21.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,40.0,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
Problemas de um Milionï¿½ï¿,Problemas de um Milionï¿½ï¿,WIU,2024-04-10,BXW922400001,0.0,21.9,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,297.0,0.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,True
Noticed,Noticed,Lil Mosey,2018-07-20,USUM71809565,0.0,21.9,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,192.0,84.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,USUM71804149,0.0,21.9,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,253.0,45.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1,,True
Happy Birthday,Happy Birthday,Jovanie,2019-03-22,QM4TX1990759,0.0,21.9,0.0,449.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0,,False
The Greatest,The Greatest,Sia,2016-01-01,USRC11601332,0.0,21.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,76.0,60.0,35.0,0.0,30.0,0.0,0.0,0.0,0.0,0,,False
Ignite,Ignite,Alan Walker,2018-05-11,NOG841803010,0.0,21.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0,,False
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,2021-08-27,USAT22105014,0.0,21.9,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,294.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,1,,True
